Location,BHK,Area_sqft,Price_Lakhs,Age_Years,Parking,Status
Marathahalli - Bangalore,2,961,83.09,3,Yes,Sold
Rohini - Delhi,3,1424,105.34,2,Yes,Sold
Navi Mumbai - Mumbai,2,1028,132.5,2,Yes,Available
Rohini - Delhi,2,941,73.17,8,Yes,Sold
Thane - Mumbai,4,2379,361.03,6,Yes,Sold
Wakad - Pune,3,1491,130.1,2,No,Available
Jubilee Hills - Hyderabad,2,1100,175.48,12,No,Available
Hebbal - Bangalore,2,1076,80.64,10,Yes,Sold
Rohini - Delhi,3,1474,117.82,7,No,Available
Hitech City - Hyderabad,2,1080,120.39,4,Yes,Available
Gachibowli - Hyderabad,3,1679,187.3,1,Yes,Available
Hinjewadi - Pune,2,1006,59.93,8,No,Sold
Whitefield - Bangalore,4,2593,207.81,12,Yes,Available
Baner - Pune,3,1435,128.42,4,Yes,Available
Dwarka - Delhi,2,1065,94.23,3,No,Available
Hitech City - Hyderabad,2,1100,103.6,20,Yes,Sold
Gachibowli - Hyderabad,3,1711,137.36,3,Yes,Available
Sarjapur - Bangalore,2,955,60.83,4,No,Available
Navi Mumbai - Mumbai,3,1525,173.72,6,Yes,Sold
Dwarka - Delhi,2,991,102.26,0,No,Sold
Koramangala - Bangalore,3,1688,232.5,7,Yes,Sold
Vasant Kunj - Delhi,3,1605,290.76,10,Yes,Available
Hadapsar - Pune,2,890,52.74,8,Yes,Available
Marathahalli - Bangalore,3,1529,138.8,1,No,Available
Wakad - Pune,3,1580,130.33,6,Yes,Available
HSR Layout - Bangalore,3,1545,188.8,2,Yes,Sold
Vasant Kunj - Delhi,3,1652,307.19,15,Yes,Available
Velachery - Chennai,3,1536,139.93,3,No,Sold
Anna Nagar - Chennai,2,1102,139.61,12,Yes,Available
Noida Sector 62 - Delhi,2,971,89.36,7,Yes,Available
Rohini - Delhi,2,1129,90.09,3,No,Sold
Tambaram - Chennai,3,1774,102.92,15,No,Available
Kothrud - Pune,4,2078,213.82,12,Yes,Available
Andheri - Mumbai,3,1501,286.23,4,Yes,Available
Madhapur - Hyderabad,3,1668,154.02,4,Yes,Sold
Thane - Mumbai,1,603,78.87,5,No,Available
Anna Nagar - Chennai,3,1520,201.74,4,Yes,Available
Andheri - Mumbai,1,574,130.72,1,Yes,Available
Vasant Kunj - Delhi,2,1014,149.84,15,No,Available
Bandra - Mumbai,3,1715,762.45,8,Yes,Available
Powai - Mumbai,2,1033,255.99,2,Yes,Available
Madhapur - Hyderabad,2,1095,82.27,6,Yes,Available
Wakad - Pune,2,1025,79.01,6,Yes,Available
Hinjewadi - Pune,2,976,63.85,1,No,Available
Indiranagar - Bangalore,3,1668,211.92,7,No,Available
OMR - Chennai,2,1263,72.24,20,No,Sold
Porur - Chennai,2,1002,66.61,8,No,Available
Rohini - Delhi,3,1560,141.83,8,No,Sold
Banjara Hills - Hyderabad,3,1672,223.41,10,Yes,Sold
Noida Sector 62 - Delhi,2,997,75.78,6,Yes,Available
Noida Sector 62 - Delhi,3,1675,142.11,2,Yes,Available
Electronic City - Bangalore,3,1622,98.61,15,Yes,Sold
Hinjewadi - Pune,2,1016,73.04,2,No,Available
OMR - Chennai,3,1556,104.97,6,Yes,Sold
Kondapur - Hyderabad,2,990,70.68,15,No,Sold
Madhapur - Hyderabad,2,951,74.81,6,Yes,Sold
Whitefield - Bangalore,3,1477,134.78,5,No,Sold
Baner - Pune,4,2297,184.04,6,Yes,Available
Hitech City - Hyderabad,2,1082,100.03,3,Yes,Available
Baner - Pune,2,1272,103.86,4,Yes,Available
OMR - Chennai,2,1013,61.0,15,Yes,Available
Hinjewadi - Pune,3,1537,106.05,5,Yes,Available
Gachibowli - Hyderabad,2,1098,79.48,8,No,Available
Navi Mumbai - Mumbai,2,1076,130.55,2,Yes,Available
Kothrud - Pune,2,1045,109.29,10,No,Available
Borivali - Mumbai,4,2535,419.57,6,Yes,Sold
Koramangala - Bangalore,2,944,137.91,0,Yes,Sold
Jubilee Hills - Hyderabad,4,2368,405.89,3,No,Sold
Tambaram - Chennai,2,1106,66.59,2,Yes,Available
Bandra - Mumbai,1,531,252.97,10,Yes,Available
Hinjewadi - Pune,2,1090,77.58,20,Yes,Available
Bandra - Mumbai,2,1128,504.2,4,Yes,Sold
Wakad - Pune,3,1467,140.44,1,Yes,Available
HSR Layout - Bangalore,2,983,88.41,7,Yes,Available
Kukatpally - Hyderabad,1,517,30.73,20,Yes,Available
Vasant Kunj - Delhi,1,460,70.63,6,No,Sold
Jubilee Hills - Hyderabad,3,1749,304.21,1,Yes,Available
Tambaram - Chennai,3,1552,74.28,2,No,Sold
Noida Sector 62 - Delhi,1,581,46.08,6,No,Available
Madhapur - Hyderabad,4,2328,175.62,8,Yes,Available
Koramangala - Bangalore,3,1688,265.85,0,Yes,Available
HSR Layout - Bangalore,2,1078,124.04,6,Yes,Sold
Hadapsar - Pune,3,1787,125.32,2,Yes,Available
Wakad - Pune,2,1068,85.76,2,Yes,Sold
Electronic City - Bangalore,2,982,56.53,4,Yes,Available
Powai - Mumbai,3,1504,294.69,12,Yes,Available
Koramangala - Bangalore,2,950,132.59,8,Yes,Sold
Kothrud - Pune,1,615,51.27,5,Yes,Available
Anna Nagar - Chennai,2,1021,124.49,12,Yes,Sold
Banjara Hills - Hyderabad,1,464,73.57,7,Yes,Available
Baner - Pune,2,1078,87.02,15,Yes,Sold
Baner - Pune,1,475,37.64,0,No,Available
Whitefield - Bangalore,3,1604,162.95,5,Yes,Sold
Thane - Mumbai,3,1605,211.17,4,No,Available
Wakad - Pune,3,1696,107.75,15,Yes,Available
Marathahalli - Bangalore,2,961,71.51,0,No,Available
Dwarka - Delhi,2,931,105.69,6,Yes,Sold
Koramangala - Bangalore,1,583,84.62,3,Yes,Sold
Tambaram - Chennai,4,2345,156.28,6,Yes,Sold
Madhapur - Hyderabad,4,2462,243.2,5,Yes,Available
OMR - Chennai,3,1535,113.91,1,Yes,Sold
Velachery - Chennai,2,1186,121.17,2,Yes,Available
HSR Layout - Bangalore,2,1102,134.24,6,Yes,Available
Banjara Hills - Hyderabad,4,2512,361.61,10,No,Available
Hebbal - Bangalore,3,1485,145.47,3,Yes,Available
Rohini - Delhi,3,1450,134.18,3,No,Available
Thane - Mumbai,2,1098,146.62,5,Yes,Available
Madhapur - Hyderabad,4,2275,198.49,7,Yes,Sold
Bandra - Mumbai,3,1713,613.92,6,Yes,Available
Jubilee Hills - Hyderabad,3,1530,255.71,8,Yes,Available
Jubilee Hills - Hyderabad,2,1075,198.31,4,Yes,Available
Kothrud - Pune,4,2360,265.96,6,Yes,Available
Whitefield - Bangalore,3,1523,108.0,6,No,Sold
Banjara Hills - Hyderabad,3,1810,320.82,2,Yes,Available
Velachery - Chennai,3,1819,187.61,3,Yes,Sold
Hitech City - Hyderabad,2,942,84.79,7,Yes,Available
Gurgaon - Delhi,2,1044,113.94,8,No,Sold
Andheri - Mumbai,3,1533,405.19,4,Yes,Available
Hitech City - Hyderabad,2,1107,94.89,2,Yes,Sold
Noida Sector 62 - Delhi,2,1335,107.92,4,No,Sold
Baner - Pune,2,913,98.83,2,No,Sold
Wakad - Pune,2,1064,101.34,0,Yes,Sold
Anna Nagar - Chennai,2,1207,133.15,20,Yes,Available
Noida Sector 62 - Delhi,2,1050,83.26,5,No,Available
Miyapur - Hyderabad,2,1166,76.18,2,Yes,Available
Hinjewadi - Pune,4,2408,175.28,7,No,Sold
Bandra - Mumbai,2,1151,470.54,10,Yes,Available
Vasant Kunj - Delhi,3,1684,326.01,6,No,Sold
Hitech City - Hyderabad,2,990,92.68,6,No,Available
HSR Layout - Bangalore,2,1021,112.71,10,No,Sold
Gachibowli - Hyderabad,1,564,36.92,20,No,Available
Banjara Hills - Hyderabad,3,1709,219.17,15,Yes,Available
Marathahalli - Bangalore,1,518,31.76,5,No,Available
Baner - Pune,2,1077,106.9,7,No,Available
Thane - Mumbai,2,977,140.55,3,No,Available
Hinjewadi - Pune,2,937,87.52,4,Yes,Available
Noida Sector 62 - Delhi,3,1738,162.6,1,Yes,Sold
Noida Sector 62 - Delhi,3,1485,118.93,3,Yes,Available
Rohini - Delhi,2,1220,97.6,4,No,Available
Porur - Chennai,1,553,30.79,5,Yes,Available
Kothrud - Pune,3,1420,158.52,2,Yes,Sold
Whitefield - Bangalore,2,1196,94.49,4,Yes,Sold
Rohini - Delhi,3,1739,145.01,15,Yes,Available
OMR - Chennai,2,1092,64.5,7,Yes,Sold
Porur - Chennai,2,1220,87.26,5,Yes,Available
Wakad - Pune,2,955,68.73,10,Yes,Available
Dwarka - Delhi,2,1153,116.79,4,Yes,Available
Marathahalli - Bangalore,3,1314,87.73,8,Yes,Available
Kothrud - Pune,2,1025,113.07,3,No,Sold
Porur - Chennai,4,2795,199.31,6,Yes,Sold
Hinjewadi - Pune,2,1018,81.93,3,Yes,Sold
Kukatpally - Hyderabad,3,1516,113.06,3,No,Available
HSR Layout - Bangalore,2,910,90.78,8,Yes,Sold
Noida Sector 62 - Delhi,2,1028,89.57,1,Yes,Available
Gurgaon - Delhi,2,1026,140.37,8,Yes,Available
Sarjapur - Bangalore,3,1744,133.58,0,Yes,Sold
Dwarka - Delhi,2,823,73.48,8,Yes,Available
Porur - Chennai,2,984,82.21,2,Yes,Available
Thane - Mumbai,2,1068,152.16,1,Yes,Available
HSR Layout - Bangalore,2,1066,94.8,12,Yes,Sold
HSR Layout - Bangalore,2,980,97.04,10,No,Sold
Tambaram - Chennai,2,976,46.05,6,Yes,Available
Noida Sector 62 - Delhi,3,1592,127.45,1,Yes,Sold
Noida Sector 62 - Delhi,2,953,77.29,20,Yes,Available
Velachery - Chennai,2,1060,70.35,12,Yes,Available
Hadapsar - Pune,4,2410,149.05,2,Yes,Sold
Porur - Chennai,3,1853,138.71,3,Yes,Available
Gurgaon - Delhi,2,972,92.16,15,Yes,Sold
Dwarka - Delhi,1,681,45.39,20,No,Available
Rohini - Delhi,3,1372,124.6,2,Yes,Sold
Dwarka - Delhi,2,996,94.5,4,No,Available
Baner - Pune,3,1472,143.91,7,Yes,Available
Baner - Pune,2,1073,113.59,10,Yes,Available
Hinjewadi - Pune,2,1124,85.84,2,Yes,Available
Wakad - Pune,2,1126,93.11,8,No,Available
Hebbal - Bangalore,4,2091,222.76,2,Yes,Sold
HSR Layout - Bangalore,2,988,112.64,4,Yes,Sold
Navi Mumbai - Mumbai,2,1204,159.33,3,Yes,Available
Wakad - Pune,3,1616,116.08,4,Yes,Available
Electronic City - Bangalore,4,2578,145.93,6,No,Available
Marathahalli - Bangalore,2,1141,92.59,7,Yes,Available
Electronic City - Bangalore,2,903,63.22,5,Yes,Available
OMR - Chennai,3,1618,119.49,20,Yes,Available
Porur - Chennai,1,588,43.33,3,No,Sold
Anna Nagar - Chennai,2,937,99.83,7,Yes,Available
Indiranagar - Bangalore,3,1322,179.28,4,No,Available
Borivali - Mumbai,2,994,191.93,20,Yes,Sold
Indiranagar - Bangalore,4,2485,406.57,2,Yes,Available
Anna Nagar - Chennai,2,1192,168.22,5,Yes,Available
Sarjapur - Bangalore,1,525,28.59,7,Yes,Available
Wakad - Pune,3,1548,116.82,0,No,Available
Noida Sector 62 - Delhi,2,941,69.34,3,Yes,Available
Koramangala - Bangalore,2,964,134.94,1,Yes,Available
Kondapur - Hyderabad,2,819,59.95,5,Yes,Available
Navi Mumbai - Mumbai,2,1078,135.84,0,Yes,Sold
Electronic City - Bangalore,2,1022,54.47,7,No,Sold
Porur - Chennai,2,1135,85.25,6,No,Available
Sarjapur - Bangalore,2,986,60.5,12,No,Available
Bandra - Mumbai,3,1753,807.17,6,No,Sold
Vasant Kunj - Delhi,2,1063,166.77,3,Yes,Available
Gurgaon - Delhi,3,1732,227.36,1,Yes,Available
Bandra - Mumbai,2,1048,393.17,2,No,Available
Vasant Kunj - Delhi,2,991,149.76,12,Yes,Available
Navi Mumbai - Mumbai,3,1586,182.23,6,Yes,Available
Hitech City - Hyderabad,4,2351,247.89,15,Yes,Available
Miyapur - Hyderabad,2,1115,55.64,15,No,Available
Hebbal - Bangalore,3,1808,200.98,1,Yes,Sold
Bandra - Mumbai,2,1076,549.31,5,Yes,Available
Miyapur - Hyderabad,2,835,59.27,0,No,Sold
Hebbal - Bangalore,3,1530,146.83,4,No,Available
Wakad - Pune,1,538,30.29,20,Yes,Sold
Velachery - Chennai,2,1108,106.37,0,Yes,Available
Navi Mumbai - Mumbai,3,1548,183.44,7,Yes,Available
HSR Layout - Bangalore,3,1474,122.36,12,No,Sold
Wakad - Pune,3,1633,126.16,3,Yes,Available
HSR Layout - Bangalore,3,1567,169.75,6,Yes,Available
Thane - Mumbai,1,569,60.27,8,Yes,Available
Vasant Kunj - Delhi,4,2658,457.9,6,No,Available
Sarjapur - Bangalore,2,999,67.85,3,No,Available
Marathahalli - Bangalore,2,1189,88.67,12,Yes,Available
Kondapur - Hyderabad,4,2493,232.91,10,Yes,Available
Andheri - Mumbai,2,1027,177.94,8,Yes,Sold
Vasant Kunj - Delhi,4,2630,631.4,2,Yes,Sold
Whitefield - Bangalore,3,1508,112.9,0,No,Sold
Indiranagar - Bangalore,2,995,155.21,0,Yes,Available
Borivali - Mumbai,2,1021,199.8,0,Yes,Available
Borivali - Mumbai,2,959,194.81,3,No,Available
Powai - Mumbai,3,1557,319.0,5,No,Available
Hebbal - Bangalore,3,1657,132.31,2,No,Available
Hitech City - Hyderabad,3,1643,141.79,8,No,Sold
Banjara Hills - Hyderabad,2,1020,162.5,0,No,Available
Borivali - Mumbai,3,1724,301.7,5,Yes,Sold
Gachibowli - Hyderabad,1,655,59.09,7,No,Available
Navi Mumbai - Mumbai,1,534,55.82,8,Yes,Available
Hitech City - Hyderabad,4,2873,285.05,8,Yes,Available
Rohini - Delhi,1,588,47.39,15,Yes,Available
Miyapur - Hyderabad,2,1053,66.24,2,Yes,Available
Jubilee Hills - Hyderabad,2,1004,126.46,12,Yes,Sold
Whitefield - Bangalore,3,1589,154.36,1,Yes,Available
Kothrud - Pune,3,1636,191.09,4,Yes,Available
Miyapur - Hyderabad,4,2406,150.0,6,Yes,Sold
Electronic City - Bangalore,2,1097,81.46,0,Yes,Sold
Rohini - Delhi,2,905,58.31,15,Yes,Available
Anna Nagar - Chennai,2,1058,136.15,8,Yes,Sold
Borivali - Mumbai,2,1105,158.36,12,No,Sold
Gurgaon - Delhi,1,550,57.72,7,Yes,Available
HSR Layout - Bangalore,2,1052,103.57,4,No,Sold
Anna Nagar - Chennai,3,1314,151.71,2,Yes,Available
Dwarka - Delhi,1,506,40.49,7,Yes,Available
Indiranagar - Bangalore,2,1062,157.35,8,Yes,Available
Kondapur - Hyderabad,2,1089,92.06,6,Yes,Sold
Gachibowli - Hyderabad,3,1632,149.72,2,No,Sold
Anna Nagar - Chennai,2,1110,146.46,1,Yes,Available
Borivali - Mumbai,2,978,141.25,12,No,Available
Koramangala - Bangalore,4,2450,362.42,6,Yes,Sold
Miyapur - Hyderabad,3,1674,96.8,5,Yes,Available
Madhapur - Hyderabad,2,1025,77.52,6,Yes,Available
Hebbal - Bangalore,2,998,90.71,8,Yes,Sold
Hitech City - Hyderabad,3,1416,149.33,8,Yes,Available
Hebbal - Bangalore,3,1611,114.61,15,No,Sold
Borivali - Mumbai,2,1132,208.89,3,Yes,Available
Bandra - Mumbai,3,1598,861.34,3,Yes,Sold
Kukatpally - Hyderabad,2,1144,69.96,20,No,Sold
Sarjapur - Bangalore,3,1518,91.34,4,Yes,Sold
Jubilee Hills - Hyderabad,2,1015,185.98,10,Yes,Available
Wakad - Pune,2,1076,67.66,8,No,Available
Navi Mumbai - Mumbai,2,913,98.39,10,Yes,Available
Porur - Chennai,3,1604,120.42,8,Yes,Available
Gurgaon - Delhi,3,1533,249.27,1,Yes,Sold
Koramangala - Bangalore,3,1793,265.76,5,Yes,Sold
Hadapsar - Pune,4,2248,153.75,12,Yes,Available
Andheri - Mumbai,1,582,142.55,3,Yes,Sold
Jubilee Hills - Hyderabad,2,1079,206.21,5,Yes,Available
Thane - Mumbai,1,564,66.9,0,No,Available
Hitech City - Hyderabad,3,1783,156.97,8,No,Available
Madhapur - Hyderabad,3,1606,147.75,0,Yes,Sold
Vasant Kunj - Delhi,3,1447,248.86,6,Yes,Available
Sarjapur - Bangalore,2,1212,81.01,6,Yes,Sold
Whitefield - Bangalore,4,2443,252.6,0,Yes,Sold
Sarjapur - Bangalore,4,2453,192.28,8,Yes,Available
Rohini - Delhi,2,1146,105.06,2,Yes,Sold
OMR - Chennai,3,1615,93.55,10,Yes,Sold
Electronic City - Bangalore,2,1050,69.54,8,Yes,Sold
Noida Sector 62 - Delhi,2,1045,82.76,5,Yes,Sold
Navi Mumbai - Mumbai,3,1485,144.88,3,Yes,Available
Navi Mumbai - Mumbai,2,1182,111.01,5,Yes,Available
Noida Sector 62 - Delhi,3,1600,133.89,0,Yes,Available
Vasant Kunj - Delhi,3,1504,304.22,8,Yes,Sold
OMR - Chennai,2,1040,63.71,6,Yes,Available
Hitech City - Hyderabad,3,1744,174.92,6,Yes,Sold
Gachibowli - Hyderabad,3,1629,134.71,20,Yes,Sold
Hebbal - Bangalore,1,523,43.26,8,Yes,Sold
Indiranagar - Bangalore,4,2463,456.24,3,Yes,Sold
Gurgaon - Delhi,3,1694,263.33,5,Yes,Sold
Gurgaon - Delhi,2,1046,139.88,6,Yes,Sold
Hadapsar - Pune,1,537,31.3,2,No,Sold
Dwarka - Delhi,1,514,41.52,8,Yes,Sold
Kondapur - Hyderabad,2,1029,77.38,12,Yes,Sold
Dwarka - Delhi,2,1019,128.38,0,Yes,Sold
Bandra - Mumbai,1,596,297.76,3,Yes,Sold
Electronic City - Bangalore,3,1501,104.97,1,Yes,Available
Dwarka - Delhi,3,1236,107.13,8,Yes,Sold
Hebbal - Bangalore,2,976,108.36,1,Yes,Sold
Hitech City - Hyderabad,2,1046,107.45,10,No,Available
Gachibowli - Hyderabad,2,1137,99.96,0,Yes,Sold
Kukatpally - Hyderabad,2,1279,95.48,4,Yes,Sold
HSR Layout - Bangalore,2,1004,112.8,4,Yes,Sold
Miyapur - Hyderabad,2,1109,76.58,3,Yes,Available
Porur - Chennai,1,509,27.29,8,Yes,Available
Madhapur - Hyderabad,4,2357,191.86,15,Yes,Available
Andheri - Mumbai,4,2072,558.79,8,Yes,Sold
Gachibowli - Hyderabad,3,1500,136.84,8,Yes,Available
HSR Layout - Bangalore,2,954,80.62,20,Yes,Sold
Rohini - Delhi,3,1543,126.55,15,Yes,Available
Anna Nagar - Chennai,3,1793,219.39,1,Yes,Available
Rohini - Delhi,3,1837,139.51,12,No,Available
Andheri - Mumbai,3,1468,340.91,15,Yes,Available
Porur - Chennai,2,1253,74.56,8,Yes,Available
Vasant Kunj - Delhi,2,1098,183.11,5,No,Available
Electronic City - Bangalore,1,541,35.71,0,Yes,Available
Hadapsar - Pune,2,975,68.11,5,Yes,Available
Marathahalli - Bangalore,1,594,40.94,6,Yes,Available
Thane - Mumbai,2,861,115.51,6,No,Available
Madhapur - Hyderabad,2,990,89.5,5,Yes,Available
Thane - Mumbai,2,1022,93.25,12,No,Sold
Marathahalli - Bangalore,1,523,34.34,0,No,Available
Gurgaon - Delhi,2,917,120.4,6,No,Available
Wakad - Pune,3,1645,127.47,4,No,Available
Indiranagar - Bangalore,2,981,118.92,10,No,Sold
Borivali - Mumbai,2,1089,238.1,5,Yes,Available
Koramangala - Bangalore,2,1083,152.17,6,Yes,Sold
Vasant Kunj - Delhi,2,1086,148.04,12,Yes,Available
Bandra - Mumbai,2,1161,404.06,15,Yes,Sold
Sarjapur - Bangalore,1,523,29.54,10,Yes,Sold
Jubilee Hills - Hyderabad,2,1067,186.21,7,Yes,Sold
Gachibowli - Hyderabad,1,584,41.54,10,Yes,Sold
Tambaram - Chennai,3,1599,104.74,8,Yes,Available
Koramangala - Bangalore,2,965,136.94,0,Yes,Sold
Anna Nagar - Chennai,2,1095,147.82,5,Yes,Available
Jubilee Hills - Hyderabad,4,2378,482.72,3,No,Sold
Thane - Mumbai,3,1676,211.98,4,Yes,Sold
Velachery - Chennai,2,1214,99.97,10,No,Sold
Miyapur - Hyderabad,1,601,29.15,4,No,Available
Andheri - Mumbai,2,1137,251.49,5,Yes,Available
Noida Sector 62 - Delhi,3,1796,123.88,12,No,Available
Rohini - Delhi,2,1057,66.82,15,No,Available
Kukatpally - Hyderabad,3,1573,92.36,15,Yes,Sold
Hebbal - Bangalore,2,1069,103.27,3,Yes,Sold
Tambaram - Chennai,2,976,50.43,10,No,Sold
Kothrud - Pune,4,2378,246.55,8,Yes,Sold
Banjara Hills - Hyderabad,2,1036,130.18,4,Yes,Sold
Kothrud - Pune,3,1288,113.13,3,Yes,Available
Bandra - Mumbai,2,1199,593.4,3,Yes,Sold
OMR - Chennai,2,999,66.6,2,Yes,Available
Dwarka - Delhi,4,2438,245.91,7,Yes,Available
Kondapur - Hyderabad,2,843,80.26,3,Yes,Sold
Gurgaon - Delhi,2,1115,146.32,2,No,Sold
Kukatpally - Hyderabad,2,957,64.82,0,No,Sold
Velachery - Chennai,2,1064,81.28,4,Yes,Available
Koramangala - Bangalore,4,2622,423.38,10,No,Available
Banjara Hills - Hyderabad,3,1506,209.7,2,Yes,Sold
Hinjewadi - Pune,2,1047,82.3,2,Yes,Available
Navi Mumbai - Mumbai,4,2124,285.67,5,Yes,Available
Wakad - Pune,3,1710,116.89,6,No,Sold
Borivali - Mumbai,2,1105,191.37,3,Yes,Available
OMR - Chennai,1,473,30.89,7,Yes,Sold
Porur - Chennai,3,1625,115.86,5,No,Available
Bandra - Mumbai,3,1724,917.58,2,Yes,Sold
Gurgaon - Delhi,2,1096,165.87,5,No,Available
OMR - Chennai,2,1290,103.07,3,Yes,Available
